"kod_kraja" "obvod" "kod_okresu" "kod_obce" "obec" "pocet_hlasov" "OlanoNova_hlasy" "OlanoNova_percent" "SmeRodina_hlasy" "SmeRodina_percent" "Most_hlasy" "Most_percent" "SNS_hlasy" "SNS_percent" "SMER_hlasy" "SMER_percent" "KDH_hlasy" "KDH_percent" "LSNS_hlasy" "LSNS_percent" "Siet_hlasy" "Siet_percent" "SMK_hlasy" "SMK_percent" "SaS_hlasy" "SaS_percent" "mladi" "zaklad.stred" "mladiXvzdel" "zakladne_vzdelanie_." "bez_vzdelania_." "obyvatelov2004" "pocet_obyvatelov_2014" "rozdiel_obyvatelov" "perce_rozdiel_obyv_2014_ku2004" "vek65v" "madarska_narodnost" "rim_kat" "vek0_14" "vs_vzdelanie_mgr" "perc_romov" "prirastok_romov" "per_uoz" "lng" "lat"
"1965" "PSK" "Humenné" 705 520853 "Sukov" 59 2 3.38 0 0 2 3.38 7 11.86 34 57.62 2 3.38 2 3.38 2 3.38 0 0 1 1.69 8.66 70.59 611.3094 29.41 17.65 143 127 -16 -11.19 22.79 0 4.41 17.65 2.21 23.48 19.23 14.96 21.87431 49.21657
"1966" "PSK" "Humenné" 705 520861 "Svetlice" 75 11 14.66 2 2.66 3 4 5 6.66 31 41.33 5 6.66 1 1.33 1 1.33 0 0 3 4 12.84 83.9 1077.276 44.07 4.24 162 109 -53 -32.72 48.31 0 7.63 3.39 4.24 0 0 7.34 22.0404787 49.1706249
"1999" "PSK" "Humenné" 709 520870 "Šmigovec" 45 4 8.88 0 0 1 2.22 14 31.11 14 31.11 1 2.22 0 0 1 2.22 0 0 0 0 7.06 77.66 548.2796 39.36 17.02 97 85 -12 -12.37 22.34 0 18.09 17.02 1.06 0 0 16.47 22.3175105 48.8918668
"2000" "PSK" "Humenné" 709 520888 "Topoľa" 83 5 6.02 7 8.43 1 1.2 19 22.89 34 40.96 2 2.4 3 3.61 2 2.4 0 0 0 0 4.55 72.67 330.6485 36.02 8.07 204 154 -50 -24.51 33.54 0 3.73 7.45 4.35 0 0 10.39 22.3557335 49.0441673
"1936" "PSK" "Humenné" 702 520896 "Topoľovka" 366 35 9.56 33 9.01 3 0.81 36 9.83 99 27.04 45 12.29 31 8.46 20 5.46 1 0.27 19 5.19 7.24 68.83 498.3292 12.88 15.4 796 815 19 2.39 14.56 0 69.55 14.56 6.74 0 0 8.1 21.813522 48.9237757
"1937" "PSK" "Humenné" 702 520900 "Turcovce" 171 7 4.09 8 4.67 3 1.75 15 8.77 93 54.38 9 5.26 16 9.35 9 5.26 0 0 2 1.16 9.51 71.61 681.0111 18.61 14.2 352 305 -47 -13.35 18.3 0 95.9 11.67 1.58 0 0 8.85 21.8463615 49.052652
"2001" "PSK" "Humenné" 709 520918 "Ubľa" 376 18 4.78 12 3.19 8 2.12 34 9.04 233 61.96 3 0.79 20 5.31 7 1.86 0 0 11 2.92 7.93 70.05 555.4965 26.24 17.57 864 794 -70 -8.1 16.58 0.12 4.21 15.22 5.2 17.83 6.72 14.74 22.3917907 48.8992194
"1938" "PSK" "Humenné" 702 520926 "Udavské" 625 68 10.88 32 5.12 11 1.76 45 7.2 267 42.72 70 11.2 49 7.84 32 5.12 0 0 29 4.63 7.64 62.18 475.0552 10.34 15.22 1295 1217 -78 -6.02 13.94 0.48 81.57 14.1 11.22 0 0 7.81 21.965648 48.9739299
"2002" "PSK" "Humenné" 709 520934 "Ulič" 281 18 6.4 6 2.13 14 4.98 56 19.92 127 45.19 5 1.77 7 2.49 23 8.18 0 0 4 1.42 7.17 71.67 513.8739 26.07 13.41 1066 907 -159 -14.92 14.06 0.11 3.22 12.98 5.58 20.15 6.86 11.47 22.4236834 48.9631913
"2003" "PSK" "Humenné" 709 520942 "Uličské Krivé" 106 8 7.54 7 6.6 7 6.6 6 5.66 35 33.01 5 4.71 5 4.71 6 5.66 0 0 3 2.83 4.62 73.51 339.6162 27.24 18.28 270 260 -10 -3.7 25.75 0 2.61 16.79 1.12 0 0 8.85 22.4381012 48.9913689
"1967" "PSK" "Humenné" 705 520951 "Valentovce" 39 0 0 0 0 0 0 1 2.56 32 82.05 1 2.56 0 0 1 2.56 0 0 0 0 2.33 77.27 180.0391 25 6.82 35 43 8 22.86 34.09 0 2.27 6.82 0 0 0 9.3 21.9522428 49.1779673
"1939" "PSK" "Humenné" 702 520977 "Veľopolie" 189 12 6.34 11 5.82 6 3.17 18 9.52 34 17.98 29 15.34 37 19.57 15 7.93 0 0 7 3.7 10.47 70.18 734.7846 14.04 16.67 316 363 47 14.87 11.99 0 93.57 16.08 5.85 0 0 9.37 21.9521925 48.9917843
"1940" "PSK" "Humenné" 702 520985 "Víťazovce" 160 4 2.5 5 3.12 2 1.25 10 6.25 61 38.12 10 6.25 28 17.5 14 8.75 0 0 10 6.25 5.75 69.94 402.155 18.4 13.8 337 313 -24 -7.12 12.58 0 86.5 13.5 5.21 0 0 13.74 21.801299 49.0101713
"1968" "PSK" "Humenné" 705 520993 "Volica" 153 9 5.88 7 4.57 4 2.61 17 11.11 87 56.86 0 0 7 4.57 1 0.65 0 0 3 1.96 8.72 75.63 659.4936 28.75 10.63 336 298 -38 -11.31 21.88 0 7.19 10.63 4.69 17.65 14.89 10.07 21.9224664 49.1514366
"1969" "PSK" "Humenné" 705 521001 "Výrava" 103 4 3.88 8 7.76 3 2.91 35 33.98 31 30.09 1 0.97 2 1.94 1 0.97 0 0 7 6.79 7.45 72.67 541.3915 31.98 12.79 147 188 41 27.89 22.67 0 16.28 12.79 4.07 27.84 104.17 13.3 22.0056221 49.1916705
"1941" "PSK" "Humenné" 702 521019 "Vyšná Jablonka" 48 4 8.33 4 8.33 0 0 2 4.16 28 58.33 0 0 0 0 1 2.08 0 0 2 4.16 3.51 75.38 264.5838 43.08 4.62 77 57 -20 -25.97 46.15 0 9.23 4.62 10.77 0 0 8.77 22.0994438 49.1561958
"1943" "PSK" "Humenné" 702 521027 "Vyšné Ladičkovce" 111 5 4.5 6 5.4 0 0 8 7.2 61 54.95 11 9.9 4 3.6 6 5.4 0 0 3 2.7 5.34 73.15 390.621 15.28 12.96 241 206 -35 -14.52 18.06 0 96.3 12.04 7.41 0 0 12.14 21.8905972 49.0388789
"1944" "PSK" "Humenné" 702 521035 "Vyšný Hrušov" 195 13 6.66 17 8.71 0 0 28 14.35 74 37.94 25 12.82 22 11.28 6 3.07 0 0 2 1.02 8.79 70.13 616.4427 24.24 19.91 462 489 27 5.84 15.37 0 92.42 17.32 4.76 24.06 91.67 12.27 22.0111519 48.9927556
"1946" "PSK" "Humenné" 702 521043 "Závadka" 279 7 2.5 25 8.96 3 1.07 24 8.6 144 51.61 17 6.09 27 9.67 7 2.5 0 0 9 3.22 7.49 71.19 533.2131 13.38 14.31 536 534 -2 -0.37 13.38 0 90.52 13.57 6.69 0 0 6.37 21.841005 48.9275306
"2004" "PSK" "Humenné" 709 521051 "Zboj" 168 6 3.57 2 1.19 1 0.59 21 12.5 112 66.66 1 0.59 5 2.97 1 0.59 0 0 2 1.19 7.16 76.74 549.4584 39.53 10.59 467 349 -118 -25.27 30.23 0 2.33 8.53 3.88 0 0 9.74 22.4814335 49.028313
"1970" "PSK" "Humenné" 705 521060 "Zbojné" 97 3 3.09 8 8.24 2 2.06 9 9.27 49 50.51 3 3.09 8 8.24 6 6.18 0 0 1 1.03 7.3 78.36 572.028 32.16 8.77 205 178 -27 -13.17 29.24 0 4.09 8.77 3.51 0 0 14.61 21.9958243 49.1375586
"1971" "PSK" "Humenné" 705 521078 "Zbudská Belá" 71 1 1.4 3 4.22 7 9.85 2 2.81 34 47.88 3 4.22 2 2.81 3 4.22 0 0 2 2.81 3.97 68.7 272.739 18.32 14.5 134 126 -8 -5.97 28.24 0 9.16 14.5 4.58 0 0 7.94 21.9417431 49.1508775
"1947" "PSK" "Humenné" 702 521086 "Zbudské Dlhé" 202 15 7.42 11 5.44 15 7.42 7 3.46 95 47.02 21 10.39 3 1.48 6 2.97 0 0 2 0.99 8.63 63.54 548.3502 47.05 29.65 568 707 139 24.47 6.96 0 97.58 28.74 2.27 66.47 41.1 25.6 21.9613944 49.0750278
"2005" "PSK" "Humenné" 709 521108 "Zemplínske Hámre" 526 31 5.89 13 2.47 2 0.38 61 11.59 281 53.42 43 8.17 31 5.89 16 3.04 0 0 22 4.18 8.25 70.36 580.47 18.16 16.12 1261 1273 12 0.95 14.7 0 91.04 15.33 4.87 0 0 10.6 22.1546797 48.9500741
"1948" "PSK" "Humenné" 702 521116 "Zubné" 183 17 9.28 6 3.27 1 0.54 14 7.65 101 55.19 9 4.91 15 8.19 3 1.63 0 0 8 4.37 11.17 75 837.75 20.05 12.36 378 367 -11 -2.91 15.66 0 9.62 12.09 3.85 0 0 13.62 22.0632406 49.0459393
"2488" "KSK" "Košice - okolie" 806 521141 "Bačkovík" 204 65 31.86 28 13.72 3 1.47 9 4.41 31 15.19 1 0.49 32 15.68 13 6.37 0 0 13 6.37 8.33 59.58 496.3014 33.47 27.58 405 516 111 27.41 9.47 0 49.68 27.37 5.26 51.9 37.43 17.83 21.4309867 48.7829447
"2489" "KSK" "Košice - okolie" 806 521159 "Baška" 336 54 16.07 32 9.52 13 3.86 41 12.2 45 13.39 21 6.25 17 5.05 53 15.77 0 0 53 15.77 3.92 54.69 214.3848 5.95 17.62 316 561 245 77.53 7.32 0 75.97 17.39 14.87 0 0 5.88 21.1806444 48.7073781
"2490" "KSK" "Košice - okolie" 806 521167 "Belža" 220 38 17.27 31 14.09 10 4.54 8 3.63 58 26.36 16 7.27 14 6.36 25 11.36 0 0 15 6.81 5.84 66.23 386.7832 11.08 14.78 354 411 57 16.1 12.93 0 61.48 14.78 7.39 0 0 3.41 21.2741607 48.5807921
"2491" "KSK" "Košice - okolie" 806 521175 "Beniakovce" 345 67 19.42 20 5.79 10 2.89 17 4.92 111 32.17 16 4.63 22 6.37 25 7.24 1 0.28 43 12.46 7.91 62.52 494.5332 22.29 20.19 556 645 89 16.01 9.37 0.48 65.59 20.03 10.02 17.18 11 5.74 21.316781 48.7693462
"2492" "KSK" "Košice - okolie" 806 521183 "Bidovce" 565 77 13.62 61 10.79 22 3.89 47 8.31 148 26.19 7 1.23 64 11.32 45 7.96 4 0.7 54 9.55 6.72 60.18 404.4096 22.32 22.54 1180 1444 264 22.37 9.19 1.9 29.76 22.54 7.73 25.64 34.33 8.8 21.4392562 48.7364136
"2493" "KSK" "Košice - okolie" 806 521191 "Blažice" 232 14 6.03 34 14.65 12 5.17 29 12.5 73 31.46 10 4.31 22 9.48 9 3.87 0 0 14 6.03 8 66.19 529.52 24.33 23.97 498 600 102 20.48 9.48 0.18 81.4 23.97 2.68 29.56 41.13 9.67 21.4112488 48.6668518
"2495" "KSK" "Košice - okolie" 806 521205 "Bohdanovce" 518 54 10.42 41 7.91 25 4.82 45 8.68 167 32.23 30 5.79 66 12.74 28 5.4 0 0 38 7.33 5.47 62.05 339.4135 14.13 16.55 942 1043 101 10.72 9.58 0.68 62.54 16.46 10.45 5.52 46.15 3.07 21.4011716 48.6565193
"2496" "KSK" "Košice - okolie" 806 521213 "Boliarov" 192 8 4.16 10 5.2 2 1.04 9 4.68 92 47.91 11 5.72 10 5.2 30 15.62 0 0 7 3.64 8.11 51.92 421.0712 33.33 39.23 603 826 223 36.98 5.13 0.38 47.05 38.97 2.95 68.01 54.29 19.37 21.4303564 48.8030368
"2497" "KSK" "Košice - okolie" 806 521221 "Budimír" 696 135 19.39 46 6.6 29 4.16 22 3.16 222 31.89 30 4.31 42 6.03 42 6.03 2 0.28 105 15.08 7.53 61.04 459.6312 13.24 14.01 876 1115 239 27.28 13.63 0.38 71.59 14.01 14.2 0 0 4.3 21.3054938 48.7982257
"2498" "KSK" "Košice - okolie" 806 521248 "Bukovec" 441 89 20.18 52 11.79 10 2.26 22 4.98 79 17.91 78 17.68 36 8.16 28 6.34 0 0 38 8.61 8.45 68.85 581.7825 14.16 13.77 689 805 116 16.84 10.17 0 85.33 13.64 8.11 0 0 8.07 21.1508244 48.7092785
"2499" "KSK" "Košice - okolie" 806 521256 "Bunetice" 58 0 0 7 12.06 3 5.17 2 3.44 24 41.37 6 10.34 7 12.06 3 5.17 0 0 2 3.44 5.81 71.76 416.9256 20 11.76 102 86 -16 -15.69 20 0 71.76 11.76 9.41 0 0 8.14 21.3937953 48.8603729
"2500" "KSK" "Košice - okolie" 806 521264 "Buzica" 452 23 5.08 14 3.09 82 18.14 3 0.66 40 8.84 8 1.76 21 4.64 15 3.31 204 45.13 20 4.42 6.37 63.51 404.5587 23.68 16.65 1152 1209 57 4.95 9.87 52.55 75.9 16.57 9.62 24.58 35.81 10.09 21.0775133 48.5345346
"2501" "KSK" "Košice - okolie" 806 521272 "Cestice" 428 36 8.41 19 4.43 101 23.59 3 0.7 43 10.04 4 0.93 34 7.94 17 3.97 125 29.2 18 4.2 6.01 68.2 409.882 16.99 13.71 790 848 58 7.34 13.11 37.86 45.27 13.71 5.46 0 0 8.49 21.1017416 48.5928647
"2502" "KSK" "Košice - okolie" 806 521281 "Čakanovce" 224 15 6.69 23 10.26 2 0.89 15 6.69 103 45.98 5 2.23 10 4.46 18 8.03 0 0 18 8.03 4.74 61 289.14 24.6 26.86 548 654 106 19.34 7.93 0.65 45.31 26.86 5.34 38.46 9.65 19.72 21.4472025 48.768
"2503" "KSK" "Košice - okolie" 806 521299 "Čaňa" 2131 255 11.96 170 7.97 56 2.62 269 12.62 604 28.34 73 3.42 273 12.81 130 6.1 7 0.32 184 8.63 7.79 61.02 475.3458 17.51 20.95 4954 5750 796 16.07 7.63 0.25 62.55 20.95 8.01 20.75 25.97 6.35 21.3248689 48.607069
"2504" "KSK" "Košice - okolie" 806 521302 "Čečejovce" 924 96 10.38 56 6.06 213 23.05 20 2.16 139 15.04 21 2.27 65 7.03 91 9.84 111 12.01 79 8.54 7.46 63.82 476.0972 14.01 15.82 1922 2105 183 9.52 10.16 24.76 78.03 15.82 8.79 11.74 0 6.75 21.0655753 48.598203
"2505" "KSK" "Košice - okolie" 806 521311 "Čižatice" 206 22 10.67 17 8.25 4 1.94 14 6.79 52 25.24 25 12.13 27 13.1 19 9.22 0 0 22 10.67 5.97 65.17 389.0649 17.68 14.51 360 385 25 6.94 15.57 0 55.94 14.25 9.23 0 0 5.97 21.3928484 48.7967816
"2506" "KSK" "Košice - okolie" 806 521329 "Debraď" 207 9 4.34 3 1.44 36 17.39 1 0.48 16 7.72 5 2.41 9 4.34 3 1.44 108 52.17 9 4.34 8.59 64.27 552.0793 18.67 16.8 381 384 3 0.79 12.8 53.6 80.53 16.8 5.07 9.04 0 12.76 20.9788813 48.6507273
"2507" "KSK" "Košice - okolie" 806 521337 "Drienovec" 669 30 4.48 20 2.98 206 30.79 8 1.19 98 14.64 6 0.89 58 8.66 15 2.24 166 24.81 24 3.58 6.26 64.72 405.1472 31.75 25.96 1795 2203 408 22.73 11.19 29.02 90.12 25.96 3.39 45.95 41.67 17.79 20.9521324 48.6077362
"2508" "KSK" "Košice - okolie" 806 521345 "Družstevná pri Hornáde" 984 135 13.71 143 14.53 17 1.72 86 8.73 284 28.86 67 6.8 59 5.99 37 3.76 0 0 104 10.56 7.47 56.12 419.2164 17.42 21.72 2166 2678 512 23.64 10.15 0.16 66.94 21.72 12.99 26.36 34.3 10.6 21.2491673 48.805242
"2509" "KSK" "Košice - okolie" 806 521353 "Ďurďošík" 233 44 18.88 19 8.15 5 2.14 14 6 65 27.89 16 6.86 16 6.86 16 6.86 0 0 18 7.72 7.22 62.32 449.9504 12.32 15.76 354 443 89 25.14 8.87 0.25 73.4 15.76 12.56 0 0 5.19 21.4153121 48.7421193
"2510" "KSK" "Košice - okolie" 806 521361 "Ďurkov" 531 74 13.93 45 8.47 14 2.63 33 6.21 174 32.76 18 3.38 57 10.73 60 11.29 3 0.56 29 5.46 7.35 61.35 450.9225 26.71 27.13 1519 1742 223 14.68 7.68 0.89 58.39 27.13 2.96 46.26 28.76 11.54 21.4464422 48.7079075
"2512" "KSK" "Košice - okolie" 806 521370 "Geča" 791 85 10.74 53 6.7 18 2.27 53 6.7 255 32.23 77 9.73 100 12.64 58 7.33 0 0 55 6.95 7.89 67.02 528.7878 16.34 16.21 1472 1660 188 12.77 10.3 0.25 88.1 16.21 6.29 2.29 0 5.48 21.3070398 48.6272682
"2513" "KSK" "Košice - okolie" 806 521388 "Gyňov" 350 22 6.28 26 7.42 7 2 28 8 127 36.28 46 13.14 26 7.42 25 7.14 1 0.28 23 6.57 6.32 64.64 408.5248 14.47 14.64 574 617 43 7.49 13.82 0.33 78.13 14.64 7.57 0 0 7.94 21.3059639 48.5894445
"2514" "KSK" "Košice - okolie" 806 521396 "Hačava" 77 11 14.28 1 1.29 3 3.89 4 5.19 19 24.67 2 2.59 7 9.09 9 11.68 0 0 16 20.77 7.46 66.23 494.0758 35.53 25.44 226 228 2 0.88 11.4 0 2.63 25 3.95 38.86 9.88 14.04 20.8363417 48.6676428
"2516" "KSK" "Košice - okolie" 806 521400 "Haniska" 740 65 8.78 64 8.64 14 1.89 55 7.43 208 28.1 126 17.02 77 10.4 36 4.86 0 0 61 8.24 6.51 66.51 432.9801 17.37 14.2 1381 1474 93 6.73 16.54 0.07 83.87 14.2 9.79 0 0 5.97 21.2539403 48.6157301
"2517" "KSK" "Košice - okolie" 806 521418 "Herľany" 175 24 13.71 16 9.14 3 1.71 5 2.85 51 29.14 18 10.28 15 8.57 15 8.57 1 0.57 18 10.28 4.91 63.41 311.3431 12.2 16.72 281 285 4 1.42 15.68 0.35 47.39 16.72 13.94 0 0 5.96 21.4786659 48.7994143
"2518" "KSK" "Košice - okolie" 806 521426 "Hodkovce" 154 23 14.93 14 9.09 2 1.29 6 3.89 49 31.81 7 4.54 7 4.54 23 14.93 1 0.64 15 9.74 4.33 65.53 283.7449 15.36 14.68 250 300 50 20 12.29 0 85.67 14.68 8.19 0 0 6 21.0997953 48.6771805
"2520" "KSK" "Košice - okolie" 806 521442 "Hrašovík" 185 30 16.21 16 8.64 7 3.78 9 4.86 46 24.86 9 4.86 21 11.35 6 3.24 0 0 36 19.45 5.76 64.49 371.4624 14.33 13.71 293 330 37 12.63 11.53 0 46.11 13.71 8.72 0 0 3.94 21.3217104 48.7471691
"2521" "KSK" "Košice - okolie" 806 521469 "Hýľov" 277 40 14.44 15 5.41 11 3.97 19 6.85 62 22.38 43 15.52 21 7.58 26 9.38 0 0 29 10.46 8.35 62.29 520.1215 14.38 15.83 429 503 74 17.25 12.08 0 83.96 15.83 9.79 0 0 5.37 21.1039732 48.7300441
"2523" "KSK" "Košice - okolie" 806 521477 "Chrastné" 191 26 13.61 26 13.61 8 4.18 11 5.75 56 29.31 19 9.94 9 4.71 13 6.8 1 0.52 13 6.8 7.25 65.68 476.18 25.45 21.59 370 483 113 30.54 10.23 0.45 51.36 21.59 6.59 31.33 82.5 10.56 21.3483657 48.7918769
"2524" "KSK" "Košice - okolie" 806 521485 "Janík" 269 32 11.89 22 8.17 73 27.13 3 1.11 36 13.38 0 0 18 6.69 10 3.71 48 17.84 15 5.57 7.09 71.63 507.8567 22.94 11.73 572 621 49 8.57 16.99 42.73 77.58 11.73 5.25 0 0 6.76 20.9724832 48.5543882
"2525" "KSK" "Košice - okolie" 806 521493 "Jasov" 965 56 5.8 38 3.93 334 34.61 21 2.17 166 17.2 13 1.34 85 8.8 44 4.55 74 7.66 61 6.32 8.43 50.04 421.8372 26.26 32.47 2853 3500 647 22.68 6.68 7.07 64.64 32.38 7.73 53.92 26.49 12.4 20.9741976 48.6832741
"2526" "KSK" "Košice - okolie" 806 521507 "Kalša" 353 51 14.44 17 4.81 5 1.41 29 8.21 149 42.2 28 7.93 13 3.68 35 9.91 0 0 14 3.96 6.52 67.97 443.1644 17.32 17.32 704 721 17 2.41 13.71 0.14 62.05 17.17 3.75 0 0 6.24 21.5272364 48.6130079
"2527" "KSK" "Košice - okolie" 806 521523 "Kecerovce" 576 40 6.94 14 2.43 7 1.21 13 2.25 343 59.54 10 1.73 24 4.16 29 5.03 0 0 15 2.6 8.89 53.61 476.5929 38.92 37.75 2495 3283 788 31.58 3.75 0.03 84 37.68 2.48 90.12 56.08 24.92 21.4141217 48.8255148
"2528" "KSK" "Košice - okolie" 806 521540 "Kecerovský Lipovec" 75 9 12 4 5.33 0 0 3 4 39 52 4 5.33 10 13.33 2 2.66 1 1.33 1 1.33 5.74 81.82 469.6468 27.27 9.92 114 122 8 7.02 27.27 0.83 31.4 9.92 4.13 0 0 9.84 21.4344689 48.8444943
"2530" "KSK" "Košice - okolie" 806 521558 "Kokšov - Bakša" 613 68 11.09 45 7.34 6 0.97 49 7.99 210 34.25 64 10.44 64 10.44 31 5.05 0 0 49 7.99 8.26 69.4 573.244 15.85 14.85 1040 1174 134 12.88 9.2 0.27 89.25 14.75 6.47 0 0 4 21.3247508 48.6472936
"2531" "KSK" "Košice - okolie" 806 521566 "Komárovce" 212 5 2.35 1 0.47 58 27.35 2 0.94 17 8.01 1 0.47 4 1.88 17 8.01 96 45.28 1 0.47 5.56 72.05 400.598 17.44 12.82 388 378 -10 -2.58 17.18 68.46 41.79 12.82 4.87 0 0 5.03 21.1210826 48.5744603
"2533" "KSK" "Košice - okolie" 806 521574 "Košická Belá" 505 56 11.08 37 7.32 19 3.76 40 7.92 154 30.49 51 10.09 44 8.71 28 5.54 0 0 52 10.29 7.33 69.42 508.8486 16.51 14.58 950 996 46 4.84 11.42 0.1 88.07 14.58 6.32 0 0 8.13 21.1095797 48.80318
"2534" "KSK" "Košice - okolie" 806 521582 "Košická Polianka" 470 62 13.19 37 7.87 12 2.55 38 8.08 169 35.95 28 5.95 20 4.25 43 9.14 0 0 44 9.36 8.34 59.3 494.562 17.06 13.05 927 1007 80 8.63 13.16 0.31 71.33 13.05 17.37 10.14 -2.04 8.24 21.3477646 48.6923922
"2535" "KSK" "Košice - okolie" 806 521591 "Košické Oľšany" 535 80 14.95 28 5.23 23 4.29 83 15.51 107 20 45 8.41 39 7.28 55 10.28 1 0.18 45 8.41 7.37 57.56 424.2172 18.17 22.79 1138 1262 124 10.9 9.91 0.41 72.91 22.79 10.07 28.9 40 8.87 21.3456711 48.7336356
"2536" "KSK" "Košice - okolie" 806 521604 "Košický Klečenov" 145 17 11.72 9 6.2 0 0 5 3.44 63 43.44 12 8.27 16 11.03 11 7.58 0 0 8 5.51 8.21 70.07 575.2747 17.15 14.23 270 280 10 3.7 11.31 0 44.53 14.23 6.57 0 0 6.79 21.5047249 48.7399491
"2537" "KSK" "Košice - okolie" 806 521612 "Kráľovce" 310 55 17.74 11 3.54 3 0.96 25 8.06 79 25.48 25 8.06 24 7.74 30 9.67 0 0 36 11.61 8.86 59.14 523.9804 24.68 19.93 1063 1129 66 6.21 8.23 0.55 49.09 19.56 7.31 33.4 5.11 9.21 21.3297679 48.8035933
"2538" "KSK" "Košice - okolie" 806 521639 "Kysak" 791 114 14.41 96 12.13 13 1.64 62 7.83 188 23.76 73 9.22 57 7.2 77 9.73 1 0.12 74 9.35 8.61 64.38 554.3118 13.3 13.44 1396 1440 44 3.15 13.44 0.07 66.2 13.44 10.22 0 0 5.28 21.2209867 48.8534279
"2539" "KSK" "Košice - okolie" 806 521655 "Malá Ida" 838 89 10.62 37 4.41 34 4.05 63 7.51 195 23.26 65 7.75 73 8.71 80 9.54 4 0.47 163 19.45 8.19 52.75 432.0225 9.51 15 1166 1477 311 26.67 9.86 1.62 72.46 15 17.11 0 0 3.86 21.1666989 48.676126
"2540" "KSK" "Košice - okolie" 806 521663 "Malá Lodina" 125 23 18.4 10 8 6 4.8 16 12.8 24 19.2 12 9.6 9 7.2 5 4 2 1.6 9 7.2 5.71 69.78 398.4438 9.34 13.19 186 175 -11 -5.91 15.38 1.1 88.46 13.19 6.59 0 0 5.71 21.1333252 48.8780599
"2541" "KSK" "Košice - okolie" 806 521671 "Medzev" 1281 136 10.61 63 4.91 142 11.08 72 5.62 310 24.19 44 3.43 184 14.36 123 9.6 6 0.46 109 8.5 7.78 56.37 438.5586 19.03 23.96 3734 4358 624 16.71 9.18 1.27 58.7 23.82 7.72 30.27 26.05 7.89 20.8923605 48.6998208
"2543" "KSK" "Košice - okolie" 806 521680 "Mokrance" 685 68 9.92 38 5.54 243 35.47 8 1.16 53 7.73 6 0.87 94 13.72 30 4.37 96 14.01 32 4.67 6.28 68.23 428.4844 13.91 12.66 1345 1369 24 1.78 14.71 27.45 88.58 12.66 7.98 0 0 7.6 21.0203475 48.5974921
"2544" "KSK" "Košice - okolie" 806 521698 "Moldava nad Bodvou" 3957 266 6.72 171 4.32 879 22.21 98 2.47 522 13.19 36 0.9 371 9.37 156 3.94 1031 26.05 259 6.54 6.99 53.33 372.7767 15.92 22.71 9685 11202 1517 15.66 8.13 29.63 62.26 22.5 12.43 18.83 87.07 9.54 20.998496 48.6129093
"2545" "KSK" "Košice - okolie" 806 521701 "Mudrovce" 44 6 13.63 3 6.81 2 4.54 3 6.81 12 27.27 0 0 6 13.63 1 2.27 0 0 8 18.18 5.26 83.78 440.6828 24.32 2.7 79 76 -3 -3.8 12.16 0 20.27 2.7 5.41 0 0 7.89 21.4506239 48.8279477
"2547" "KSK" "Košice - okolie" 806 521728 "Nižná Kamenica" 238 38 15.96 28 11.76 12 5.04 20 8.4 62 26.05 13 5.46 14 5.88 15 6.3 0 0 20 8.4 6.51 68.5 445.935 16.3 16.67 493 553 60 12.17 13 0.18 33.15 16.67 7.14 0 0 5.97 21.4801985 48.7628462
"2548" "KSK" "Košice - okolie" 806 521736 "Nižná Myšľa" 652 75 11.5 70 10.73 16 2.45 52 7.97 167 25.61 57 8.74 69 10.58 50 7.66 0 0 55 8.43 7.99 50.06 399.9794 14.22 25.59 1380 1678 298 21.59 7.95 0.06 74.97 25.59 11.86 19.32 40.67 7.27 21.3636289 48.6256913
"2549" "KSK" "Košice - okolie" 806 521744 "Nižný Čaj" 132 6 4.54 11 8.33 3 2.27 7 5.3 52 39.39 14 10.6 15 11.36 10 7.57 0 0 10 7.57 7.64 58.03 443.3492 13.5 20.8 266 275 9 3.38 9.85 0.36 67.52 20.8 7.66 12.85 60.87 4.73 21.3981442 48.6659194
"2550" "KSK" "Košice - okolie" 806 521752 "Nižný Klátov" 434 56 12.9 48 11.05 8 1.84 40 9.21 121 27.88 24 5.52 29 6.68 32 7.37 0 0 58 13.36 5.77 62.4 360.048 13.64 13.64 629 780 151 24.01 12.95 0.14 64.05 13.64 12.95 0 0 4.74 21.1420791 48.727611
"2551" "KSK" "Košice - okolie" 806 521761 "Nižný Lánec" 139 1 0.71 0 0 34 24.46 0 0 5 3.59 1 0.71 1 0.71 8 5.75 81 58.27 2 1.43 7.9 62.65 494.935 35.22 23.88 423 443 20 4.73 11.58 60.52 46.81 23.64 4.73 47.36 26.38 11.74 21.1089393 48.5377051
"2586" "KSK" "Košice - okolie" 806 521779 "Turnianska Nová Ves" 193 4 2.07 5 2.59 53 27.46 0 0 3 1.55 1 0.51 4 2.07 6 3.1 110 56.99 2 1.03 7.25 71.6 519.1 14.81 11.11 362 345 -17 -4.7 16.98 91.67 71.6 11.11 4.94 0 0 8.99 20.8874557 48.5776357
"2553" "KSK" "Košice - okolie" 806 521787 "Nováčany" 265 28 10.56 23 8.67 21 7.92 20 7.54 78 29.43 11 4.15 19 7.16 22 8.3 0 0 36 13.58 7.05 59.36 418.488 21.79 20.95 673 752 79 11.74 9.64 0.42 80.17 20.95 10.47 27.21 50.38 7.85 21.0716847 48.6897464
